text,reason,label
they charge you a monthly fee,facing unauthorised charges every month,1
please add 240p or 360p for watching videos.,want 240p video quality due to high data consumption,1
i wrote a review and it was deleted.,want to know why the review was deleted,1
"every time i exit the app, i log out and it is very annoying to have to log in every time i open it.",have to login every time after exiting the app,1
you have to change the payment method.,want to change payment method,1
too many bug in this app always hang.,app keeps hanging,1
the server never runs properly!,app has terrible servers,1
"but when i try to install android tv box a using android 9.0, the app warns that it is not compatible with this device.",unable to install on android tv,1
tv is so bad.,viewing experience is bad,1
same ad is shown over and over again while watching live matches.,getting frequent ads during live matches,1
"hulu, you have an app problem!!",need to fix bugs on app,1
it will not go to the password screen.,unable to enter password,1
i subscribed for vip but unable to access live star sports channels.,unable to access live sports channels,1
no connection can be provided from mobile..,unable to connect on mobile network,1
i have to sign up and pay for some other stupid tv provider.,have to sign in with tv provider as well to use the app,1
i do not want to see stupid app notifications and there is no way to disable them.,want to disable notifications,1
but i want to know when the next season is coming?,want to know when the next season is coming,1
as of right now i cannot and will be looking to switch to a different streaming service!,want to switch to another streaming service,1
the loading page appears and it is running continuously.,unable to load page,1
i want to watch the games,want to watch the games,1
"this is an app that supports homosexuality, and it is totally unfair.",app promotes homosexuality,1
"also, lately hulu has not been loading episodes queues for shows!",unable to view the list of episodes on hulu,1
my app is closing automatically repeatedly while streaming,app keeps closing automatically while streaming,1
while watching movies via streaming the video is jittery and the frame rate lags even though i have good internet connection.,video keeps stuttering,1
loading time takes forever.,loading time takes forever,1
i love this because i can download movies and watch anytime without data,good for downloading movies for offline,1
